budget,id,original_title,runtime,title,vote_average,vote_count
0,784,Kolja,105,Kolya,7.5,46
0,12489,Gridlock'd,91,Gridlock'd,6.8,55
0,168283,Fire on the Mountain,72,Fire on the Mountain,0,0
0,16448,Waiting for Guffman,84,Waiting for Guffman,7.4,66
0,55936,Кавказский пленник,99,Prisoner of the Mountains,6.6,14
16000000,17894,The Beautician and the Beast,105,The Beautician and the Beast,5.2,53
0,28059,SubUrbia,121,SubUrbia,6.4,32
0,58911,Hotel de Love,95,Hotel de Love,4.3,2
17000000,17949,The Pest,82,The Pest,5,35
0,1968,Fools Rush In,109,Fools Rush In,5.8,133
0,61563,Touch,96,Touch,6,10
50000000,66,Absolute Power,121,Absolute Power,6.4,226
0,20735,That Darn Cat,89,That Darn Cat,3.9,11
25000000,11419,Vegas Vacation,93,Vegas Vacation,6,175
0,333165,Unforgotten: Twenty-Five Years After Willowbrook,0,Unforgotten: Twenty-Five Years After Willowbrook,7,2
0,25796,That Old Feeling,105,That Old Feeling,7.1,15
15000000,638,Lost Highway,134,Lost Highway,7.5,572
30000000,25624,Rosewood,140,Rosewood,6.7,31
35000000,9366,Donnie Brasco,127,Donnie Brasco,7.4,1175
0,60083,Salut cousin !,0,Salut cousin !,3.3,4
0,21915,Booty Call,79,Booty Call,5.6,29
0,90928,Rhyme & Reason,0,Rhyme & Reason,6.3,8
0,50091,Boys Life 2,74,Boys Life 2,5,1
8000000,18420,City of Industry,97,City of Industry,5.6,14
1000000,19952,Best Men,90,Best Men,5.6,8
0,9446,Jungle 2 Jungle,97,Jungle 2 Jungle,4.9,122
3000000,28005,Kama Sutra - A Tale of Love,117,Kama Sutra - A Tale of Love,5.7,36
28000000,9403,Private Parts,109,Private Parts,6.7,106
10000000,27322,Love Jones,104,Love Jones,8.1,12
68000000,10003,The Saint,116,The Saint,5.9,310
35000000,9311,Smilla's Sense of Snow,121,Smilla's Sense of Snow,6.6,61
0,11844,The Van,100,The Van,5.9,15
10000000,884,Crash,100,Crash,6.5,224
0,49806,The Daytrippers,87,The Daytrippers,6.2,11
45000000,1624,Liar Liar,86,Liar Liar,6.4,1456
0,88423,The Quiet Room,93,The Quiet Room,5,1
20000000,16052,Selena,127,Selena,7.1,115
90000000,4477,The Devil's Own,107,The Devil's Own,5.9,300
32000000,24662,Cats Don't Dance,75,Cats Don't Dance,7.1,25
0,18423,B.A.P.S.,90,B.A.P.S.,4.2,13
0,76996,Love and Other Catastrophes,78,Love and Other Catastrophes,5.8,9
10000000,6499,Turbo: A Power Rangers Movie,99,Turbo: A Power Rangers Movie,4.6,60
35000000,50512,Anna Karenina,108,Anna Karenina,6.4,26
30000000,9405,Double Team,93,Double Team,4.4,163
0,12723,Inventing the Abbotts,110,Inventing the Abbotts,6.4,43
45000000,9360,Anaconda,89,Anaconda,4.8,624
0,9434,Grosse Pointe Blank,107,Grosse Pointe Blank,6.9,278
0,118991,Keys to Tulsa,113,Keys to Tulsa,4.9,5
0,21626,Kissed,78,Kissed,7,21
0,13982,8 Heads in a Duffel Bag,95,8 Heads in a Duffel Bag,5.4,39
0,93946,Hollow Reed,102,Hollow Reed,6.8,6
16000000,77223,Paradise Road,122,Paradise Road,6.2,21
0,31465,Traveller,101,Traveller,5.9,6
0,12793,All Over Me,93,All Over Me,5.9,15
0,102878,A Brother's Kiss,92,A Brother's Kiss,8,1
0,105763,Shekvarebuli kulinaris ataserti retsepti,100,A Chef in Love,3.5,2
0,9611,Romy and Michele's High School Reunion,92,Romy and Michele's High School Reunion,6,160
0,47694,Feng yue,130,Temptress Moon,7.2,6
90000000,10357,Volcano,104,Volcano,5.2,387
0,9977,Children of the Revolution,101,Children of the Revolution,5.3,9
16500000,816,Austin Powers: International Man of Mystery,94,Austin Powers: International Man of Mystery,6.5,1033
36000000,2163,Breakdown,95,Breakdown,6.6,202
0,124680,Broken English,92,Broken English,7,2
0,16399,Commandments,88,Commandments,5.3,5
0,124843,Ripe,92,Ripe,4,4
0,31017,"Truth or Consequences, N.M.",106,"Truth or Consequences, N.M.",5.7,15
0,24645,The Turning,87,The Turning,0,0
0,49478,Warriors of Virtue,103,Warriors of Virtue,4.7,9
85000000,12499,Fathers' Day,89,Fathers' Day,5.1,77
90000000,18,The Fifth Element,126,The Fifth Element,7.3,3962
0,68545,Intimate Relations,105,Intimate Relations,8,1
0,1811,Nowhere,82,Nowhere,6.3,27
0,109614,Losing Chase,98,Losing Chase,3.9,6
0,60082,Sprung,105,Sprung,5,7
0,105045,Das Versprechen,115,The Promise,5,1
0,53023,Le bonheur,79,Le Bonheur,7,21
2000000,64802,Love! Valour! Compassion!,108,Love! Valour! Compassion!,5.7,10
0,11239,Shall we ダンス?,136,Shall We Dance?,7.2,35
0,50850,The Second Jungle Book: Mowgli & Baloo,88,The Second Jungle Book: Mowgli & Baloo,3.2,5
0,15321,Twin Town,99,Twin Town,6.6,29
0,2058,Addicted to Love,100,Addicted to Love,6.1,112
0,9450,Brassed Off,107,Brassed Off,6.9,53
0,125021,The Designated Mourner,94,The Designated Mourner,8,2
73000000,330,The Lost World: Jurassic Park,129,The Lost World: Jurassic Park,6.2,2528
0,38523,Ponette,97,Ponette,7.5,11
0,16375,Schizopolis,96,Schizopolis,6.4,22
0,33660,Shiloh,93,Shiloh,5.7,17
0,59232,The War at Home,119,The War at Home,6.9,7
0,45671,Rough Magic,100,Rough Magic,6.3,7
0,17770,Trial and Error,98,Trial and Error,5.3,17
0,15170,Buddy,84,Buddy,3.9,13
75000000,1701,Con Air,115,Con Air,6.5,1289
0,201445,Late Bloomers,107,Late Bloomers,4,1
0,26422,The Pillow Book,126,The Pillow Book,6.9,41
0,124642,En avoir (ou pas),89,To Have (Or Not),0,0
160000000,1639,Speed 2: Cruise Control,121,Speed 2: Cruise Control,4.1,439
500000,49235,Squeeze,95,Squeeze,6,1
0,106129,Sudden Manhattan,80,Sudden Manhattan,6,1
0,291634,The Next Step,0,The Next Step,0,0
0,107743,Wedding Bell Blues,102,Wedding Bell Blues,5.5,2
125000000,415,Batman & Robin,125,Batman & Robin,4.2,1447
0,47686,Dream with the Fishes,97,Dream with the Fishes,7.7,10
0,65889,Roseanna's Grave,98,Roseanna's Grave,6.3,4
0,11103,Head Above Water,92,Head Above Water,5.8,39
85000000,11970,Hercules,93,Hercules,7.3,1741
0,34941,The Last Time I Committed Suicide,92,The Last Time I Committed Suicide,6.7,7
0,407992,MURDER and murder,113,MURDER and murder,8,2
38000000,8874,My Best Friend's Wedding,105,My Best Friend's Wedding,6.4,606
0,17991,Tetsuo II: Body Hammer,83,Tetsuo II: Body Hammer,5.6,24
0,11956,Chacun Cherche Son Chat,91,When the Cat's Away,6.1,16
900000,266,Le Mépris,103,Contempt,7.5,138
80000000,754,Face/Off,138,Face/Off,6.8,1612
0,37567,Fall,93,Fall,7.2,6
0,43771,گبه,75,Gabbeh,7.5,6
0,124834,Mondo,80,Mondo,7,3
0,249358,The Innocent Sleep,110,The Innocent Sleep,0,0
0,111367,For Ever Mozart,84,For Ever Mozart,8,3
90000000,607,Men in Black,98,Men in Black,6.9,4521
0,18080,Out to Sea,106,Out to Sea,5.8,20
0,38225,Wild America,106,Wild America,5.8,28
28000000,17834,A Simple Wish,86,A Simple Wish,5.5,46
90000000,686,Contact,150,Contact,7.2,1338
0,65046,Love Serenade,101,Love Serenade,6,4
50000000,4421,G.I. Jane,125,G.I. Jane,6,404
20000000,9387,Conan the Barbarian,129,Conan the Barbarian,6.6,663
55000000,10603,George of the Jungle,92,George of the Jungle,5.4,508
15000000,2142,Cop Land,104,Cop Land,6.6,384
60000000,8413,Event Horizon,96,Event Horizon,6.4,752
40000000,10336,Spawn,96,Spawn,5,344
3000000,20737,Air Bud,98,Air Bud,5.3,108
19000000,9413,Picture Perfect,105,Picture Perfect,5.1,114
0,14585,In the Company of Men,97,In the Company of Men,6.8,45
0,18519,Free Willy 3: The Rescue,86,Free Willy 3: The Rescue,5.6,76
0,49462,Career Girls,83,Career Girls,7.4,15
75000000,8834,Conspiracy Theory,135,Conspiracy Theory,6.5,440
50000000,9458,Desperate Measures,100,Desperate Measures,5.9,60
16000000,8854,Steel,97,Steel,4.2,49
18000000,38295,She's So Lovely,100,She's So Lovely,5.3,26
30000000,22073,Hoodlum,130,Hoodlum,6.5,33
0,37244,Leave it to Beaver,84,Leave it to Beaver,5.2,20
30000000,4961,Mimic,105,Mimic,5.7,255
0,9416,Money Talks,97,Money Talks,6,90
0,26180,Excess Baggage,101,Excess Baggage,5.6,56
0,17832,Kull the Conqueror,95,Kull the Conqueror,5.2,39
85000000,9772,Air Force One,124,Air Force One,6.2,859
20000000,6072,One Eight Seven,119,One Eight Seven,6.5,141
30000000,1669,The Hunt for Red October,134,The Hunt for Red October,7.2,971
2500000,468,My Own Private Idaho,104,My Own Private Idaho,7.1,218
0,32519,"Kiss Me, Guido",86,"Kiss Me, Guido",4.4,10
0,108401,Star Maps,86,Star Maps,5.3,3
35000000,10806,In & Out,90,In & Out,6.3,181
0,9433,The Edge,117,The Edge,6.8,359
50000000,6623,The Peacemaker,124,The Peacemaker,5.8,263
35000000,2118,L.A. Confidential,138,L.A. Confidential,7.7,1340
70000000,978,Seven Years in Tibet,136,Seven Years in Tibet,7,644
27000000,9437,Kiss the Girls,115,Kiss the Girls,6.2,353
0,29461,Soul Food,114,Soul Food,6.6,19
0,56651,Kicked in the Head,87,Kicked in the Head,5,1
5000000,10351,Wishmaster,90,Wishmaster,5.6,114
0,66588,A Thousand Acres,105,A Thousand Acres,5.7,11
50000000,2649,The Game,129,The Game,7.5,1556
60000000,14289,Fire Down Below,105,Fire Down Below,5,91
19000000,10155,U Turn,125,U Turn,6.5,185
0,75250,The Locusts,124,The Locusts,3.8,3
0,20457,The Matchmaker,97,The Matchmaker,6.1,18
0,18355,The Assignment,119,The Assignment,6.6,41
0,33657,A Smile Like Yours,98,A Smile Like Yours,3.2,6
0,55306,Ulee's Gold,112,Ulee's Gold,6.5,19
18000000,68924,The Ice Storm,112,The Ice Storm,6.9,181
0,36434,Stag,91,Stag,5.8,6
250000,2255,Chasing Amy,113,Chasing Amy,6.7,441
0,28353,How to Be a Player,93,Def Jam's How to Be a Player,5.4,9
3500000,9427,The Full Monty,91,The Full Monty,6.9,372
0,172545,Indian Summer,98,Alive and Kicking,0,1
0,17589,Mrs Brown,105,Mrs Brown,6.6,45
17000000,3597,I Know What You Did Last Summer,100,I Know What You Did Last Summer,5.6,698
57000000,1813,The Devil's Advocate,144,The Devil's Advocate,7.2,1414
16000000,36797,RocketMan,95,RocketMan,5.4,36
12000000,12628,Playing God,94,Playing God,5.6,26
1500000,33344,The House of Yes,85,The House of Yes,6.3,30
0,25099,"Fast, Cheap & Out of Control",83,"Fast, Cheap & Out of Control",8.3,8
0,45019,Washington Square,115,Washington Square,7.4,5
0,63437,Telling Lies In America,101,Telling Lies In America,6.3,6
0,62422,Year of the Horse,106,Year of the Horse,3.8,3
36000000,782,Gattaca,106,Gattaca,7.5,1846
0,29911,FairyTale: A True Story,99,FairyTale: A True Story,6.2,25
0,9827,Phantoms,91,Phantoms,5.2,110
0,1959,Swept from the Sea,113,Swept from the Sea,6.5,12
0,251481,Wonderland,0,Wonderland,0,0
12000000,8067,A Life Less Ordinary,103,A Life Less Ordinary,6.2,130
0,125052,Hurricane Streets,86,Hurricane Streets,4.8,4
0,45153,Eve's Bayou,109,Eve's Bayou,6.3,29
37000000,10871,Switchback,118,Switchback,5.8,52
0,14398,Gang Related,102,Gang Related,6.5,32
10000000,10890,Stripes,106,Stripes,6.5,253
0,99002,Nénette et Boni,103,Nenette and Boni,8,7
18000000,1281,Bean,85,Bean,6.3,602
0,32332,Hugo Pool,92,Hugo Pool,5.2,16
50000000,9770,Mad City,114,Mad City,5.9,81
24000000,12616,One Night Stand,102,One Night Stand,5.7,24
0,34838,The Tango Lesson,100,The Tango Lesson,6.4,5
0,14905,Welcome to Sarajevo,103,Welcome to Sarajevo,6.5,22
0,14583,Deceiver,106,Deceiver,6.6,16
40000000,11975,The Rainmaker,135,The Rainmaker,6.7,239
15000000,4995,Boogie Nights,155,Boogie Nights,7.5,812
12000000,9281,Witness,113,Witness,7,390
0,45928,Incognito,108,Incognito,6.3,7
105000000,563,Starship Troopers,129,Starship Troopers,6.7,1584
0,61337,Critical Care,107,Critical Care,6.1,9
11000000,19931,The Joy Luck Club,139,The Joy Luck Club,7.1,34
0,31535,Chairman of the Board,95,Chairman of the Board,2.7,13
6000000,10215,Sliding Doors,99,Sliding Doors,6.6,363
30000000,9823,Mortal Kombat: Annihilation,95,Mortal Kombat: Annihilation,3.8,225
60000000,37165,The Truman Show,103,The Truman Show,7.8,4702
0,45609,The Wings of the Dove,102,The Wings of the Dove,6.9,34
0,38904,Mrs. Dalloway,97,Mrs. Dalloway,5.4,7
0,45565,"I Love You, I Love You Not",88,"I Love You, I Love You Not",5,10
48000000,9407,Red Corner,122,Red Corner,5.9,79
60000000,4824,The Jackal,124,The Jackal,6.1,536
53000000,9444,Anastasia,94,Anastasia,7.4,1481
20000000,9414,The Man Who Knew Too Little,97,The Man Who Knew Too Little,6.5,126
70000000,8078,Alien: Resurrection,109,Alien: Resurrection,5.9,1388
1000000,29938,Alien Escape,85,Alien Escape,4.5,2
36000000,11831,Amistad,155,Amistad,6.8,324
5000000,2895,The Apostle,134,The Apostle,6.1,39
0,39177,Artemisia,98,Artemisia,6.2,10
0,19601,Bent,105,Bent,6.3,34
0,124606,Bang,98,Bang,6,1
0,42832,Les Boys,107,The Boys,5.4,7
0,22797,The Butcher Boy,110,The Butcher Boy,6.7,36
20000000,2639,Deconstructing Harry,96,Deconstructing Harry,7.3,188
80000000,9574,Flubber,93,Flubber,5.3,707
35000000,10371,For Richer or Poorer,115,For Richer or Poorer,5.6,43
10000000,489,Good Will Hunting,126,Good Will Hunting,7.9,2880
0,167738,Guy,91,Guy,6,1
0,293820,Tar,0,Tar,0,0
32000000,9714,Home Alone 3,102,Home Alone 3,5.1,632
0,102406,Ill Gotten Gains,101,Ill Gotten Gains,0,0
0,170430,Man of Her Dreams,94,Man of Her Dreams,0,0
35000000,8197,Midnight in the Garden of Good and Evil,155,Midnight in the Garden of Good and Evil,6.3,161
38000000,6283,MouseHunt,98,MouseHunt,6.2,297
0,279698,Never Met Picasso,0,Never Met Picasso,0,0
0,49728,Office Killer,82,Office Killer,5,14
0,64562,Other Voices Other Rooms,0,Other Voices Other Rooms,10,1
24000000,4233,Scream 2,120,Scream 2,6.1,856
0,191874,Stranger in the House,94,Stranger in the House,0,0
5000000,10217,The Sweet Hereafter,112,The Sweet Hereafter,6.8,108
0,438108,Time Tracers,101,Time Tracers,0,0
200000000,597,Titanic,194,Titanic,7.5,7770
110000000,714,Tomorrow Never Dies,119,Tomorrow Never Dies,6,941
0,52537,Twisted,100,Twisted,4.5,1
0,12799,À Toute vitesse,85,Full Speed,6.6,4
0,62394,The Education of Little Tree,115,The Education of Little Tree,0,0
80000000,9922,The Postman,177,The Postman,6.1,306
60000000,547,The Horse Whisperer,170,The Horse Whisperer,6.7,296
0,25994,The Winter Guest,108,The Winter Guest,6.9,10
12000000,184,Jackie Brown,154,Jackie Brown,7.3,1580
28000000,9746,Kundun,134,Kundun,6.8,92
30000000,9438,Mr. Magoo,84,Mr. Magoo,3.9,75
15000000,115,The Big Lebowski,117,The Big Lebowski,7.8,3001
0,26941,Afterglow,119,Afterglow,7.2,5
0,27103,Ma vie en rose,88,My Life in Pink,7.2,28
25000000,9410,Great Expectations,111,Great Expectations,6.4,131
0,32302,3 Ninjas: High Noon at Mega Mountain,93,3 Ninjas: High Noon at Mega Mountain,3.9,38
0,216794,Men of Means,80,Men of Means,0,0
0,88863,Caught Up,97,Caught Up,4.3,4
0,154821,Arguing the World,0,Arguing the World,0,0
19000000,41417,Firestorm,89,Firestorm,4.7,17
0,12538,Senseless,93,Senseless,5.8,76
15000000,586,Wag the Dog,97,Wag the Dog,6.7,273
27000000,2666,Dark City,100,Dark City,7.2,838
0,46338,The Leading Man,100,The Leading Man,0,0
0,54007,Star Kid,101,Star Kid,4.9,16
70000000,11258,Hard Rain,97,Hard Rain,5.5,181
8000000,9490,Half Baked,82,Half Baked,6.4,179
0,9411,Fallen,124,Fallen,6.6,346
3000000,25719,Shooting Fish,109,Shooting Fish,7,23
0,9033,The Prophecy II,87,The Prophecy II,5.9,49
0,11220,墮落天使,96,Fallen Angels,7.7,113
0,21253,"O Que é Isso, Companheiro?",110,Four Days in September,7.3,22
25000000,6116,Spice World,93,Spice World,4.7,124
45000000,9457,Deep Rising,106,Deep Rising,6,155
0,281289,Tainted,108,Tainted,5.5,2
0,43911,A Letter from Death Row,89,A Letter from Death Row,2,1
0,39424,Music from Another Room,104,Music from Another Room,5.7,14
0,44361,Мать и сын,73,Mother and Son,7.6,14
30000000,11702,The Replacement Killers,87,The Replacement Killers,6,128
0,2923,B. Monkey,94,B. Monkey,5.8,14
1000000,12238,The Night Flier,93,The Night Flier,5.7,60
28000000,11568,Blues Brothers 2000,123,Blues Brothers 2000,5.2,166
0,41577,Tokyo Fist,87,Tokyo Fist,6.6,29
0,66894,Ride,90,Ride,6.8,4
18000000,11003,The Wedding Singer,95,The Wedding Singer,6.5,603
75000000,10153,Sphere,134,Sphere,5.8,483
0,49645,Ayn Rand: A Sense of Life,145,Ayn Rand: A Sense of Life,7.2,3
0,47112,A Further Gesture,96,A Further Gesture,0,0
0,102732,Little City,90,Little City,6,1
0,30949,Palmetto,114,Palmetto,5.7,29
50000000,2898,As Good as It Gets,139,As Good as It Gets,7.2,946
1000000,9558,King of New York,103,King of New York,6.5,130
0,83593,A Paralyzing Fear: The Story of Polio in America,90,A Paralyzing Fear: The Story of Polio in America,0,0
0,320011,Men with Guns,89,Men with Guns,0,0
0,26269,Twilight,94,Twilight,6.1,36
60000000,11808,U.S. Marshals,131,U.S. Marshals,6.2,383
0,6970,Welcome to Woop Woop,106,Welcome to Woop Woop,6.4,7
0,47452,Love and Death on Long Island,93,Love and Death on Long Island,6.9,11
0,18205,El Callejón de los Milagros,140,Midaq Alley,6.4,12
0,36943,In God's Hands,96,In God's Hands,5,1
0,21736,Everest,44,Everest,6.3,20
0,17941,Hush,95,Hush,5.9,44
0,10668,Suicide Kings,106,Suicide Kings,6.7,86
0,9313,The Man in the Iron Mask,132,The Man in the Iron Mask,6.3,1052
27000000,42807,The Newton Boys,113,The Newton Boys,5.9,44
20000000,617,Wild Things,108,Wild Things,6.3,454
0,36568,Paulie,91,Paulie,6,83
0,37272,"A Cool, Dry Place",97,"A Cool, Dry Place",5.6,7
0,5910,はなび,103,Fireworks,7.6,118
65000000,9440,Primary Colors,143,Primary Colors,6.1,97
0,53092,"Niagara, Niagara",93,"Niagara, Niagara",7.7,9
6000000,32911,Wide Awake,88,Wide Awake,5.2,12
0,44308,A Price Above Rubies,117,A Price Above Rubies,5.9,6
0,124821,Eden,106,Eden,6,1
1000000,32456,Two Girls and a Guy,84,Two Girls and a Guy,5.4,25
0,93350,No Looking Back,96,No Looking Back,5.8,4
0,62695,Storefront Hitchcock,77,Storefront Hitchcock,7,1
147773,32144,The Proposition,110,The Proposition,5.8,5
15000000,17127,The Object of My Affection,111,The Object of My Affection,5.6,75
24000000,40688,Meet the Deedles,93,Meet the Deedles,4.1,19
0,17133,Homegrown,102,Homegrown,5.5,16
0,19848,The Players Club,104,The Players Club,6.2,15
0,17644,Barney's Great Adventure,76,Barney's Great Adventure,2.9,8
0,1774,The Big One,91,The Big One,6.2,24
0,30265,Chinese Box,99,Chinese Box,5.8,9
80000000,2157,Lost in Space,130,Lost in Space,5,395
0,70581,Heaven's Burning,96,Heaven's Burning,5.1,5
60000000,8838,Mercury Rising,111,Mercury Rising,6,374
10000000,29193,The Spanish Prisoner,110,The Spanish Prisoner,7.1,74
55000000,795,City of Angels,114,City of Angels,6.5,537
8000000,16980,The Last Days of Disco,113,The Last Days of Disco,6.8,50
0,27472,The Odd Couple II,97,The Odd Couple II,6.1,28
0,47881,My Giant,103,My Giant,5.1,33
25000000,9469,He Got Game,136,He Got Game,6.7,140
0,12488,The Gingerbread Man,114,The Gingerbread Man,5.7,37
0,98499,Illtown,103,Illtown,5,1
0,81367,Slappy and the Stinkers,78,Slappy and the Stinkers,5.6,16
0,267,Carne trémula,103,Live Flesh,7.2,89
5000000,16148,Zero Effect,116,Zero Effect,6,56
9000000,21252,Nil by Mouth,128,Nil by Mouth,7.1,35
0,73135,Ratchet,114,Ratchet,0,0
29000000,9449,The Borrowers,86,The Borrowers,5.8,136
0,6264,Prince Valiant,91,Prince Valiant,4.7,10
0,90414,"I Love You, Don't Touch Me!",86,"I Love You, Don't Touch Me!",6,1
67000,188870,Leather Jacket Love Story,85,Leather Jacket Love Story,9,2
0,215373,Love Walked In,95,Love Walked In,6,1
10000000,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",86,"An Alan Smithee Film: Burn, Hollywood, Burn",3,9
0,15513,Kissing a Fool,93,Kissing a Fool,5.9,16
0,31220,Krippendorf's Tribe,94,Krippendorf's Tribe,4.3,28
0,13907,Kurt & Courtney,95,Kurt & Courtney,5.9,30
0,29825,The Real Blonde,105,The Real Blonde,5.5,13
12716953,10622,一個好人,113,Mr. Nice Guy,6.2,129
0,30020,طعم گيلاس,95,Taste of Cherry,7.1,78
4500000,17139,Karakter,122,Character,7.7,25
0,34582,Budbringeren,83,Junk Mail,5.7,6
35000000,10216,Species II,93,Species II,4.5,161
0,9771,Major League: Back to the Minors,107,Major League: Back to the Minors,4.3,20
0,24560,Sour Grapes,91,Sour Grapes,5.9,9
0,76330,Wild Man Blues,105,Wild Man Blues,6.2,5
13000000,9448,The Big Hit,91,The Big Hit,6.1,112
0,38618,Tarzan and the Lost City,83,Tarzan and the Lost City,3.3,10
0,18316,Black Dog,88,Black Dog,5.2,45
0,78373,"Dancer, Texas Pop. 81",97,"Dancer, Texas Pop. 81",10,1
